behavior_id,user_id,product_id,behavior_type,timestamp
872,49,163,purchase,2023-06-01
873,17,142,cart,2023-06-01
874,41,168,cart,2023-06-01
875,31,44,purchase,2023-06-01
876,13,56,view,2023-06-01
877,84,97,purchase,2023-06-01
878,91,63,purchase,2023-06-01
879,97,7,cart,2023-06-01
880,11,162,purchase,2023-06-01
881,83,165,view,2023-06-01
882,94,142,cart,2023-06-01
883,91,48,view,2023-06-01
884,29,177,purchase,2023-06-01
885,98,127,purchase,2023-06-01
886,66,92,cart,2023-06-01
887,61,85,view,2023-06-01
888,72,99,cart,2023-06-01
889,42,148,cart,2023-06-01
890,97,34,cart,2023-06-01
891,2,175,purchase,2023-06-01
892,51,85,cart,2023-06-01
893,28,84,cart,2023-06-01
894,71,28,view,2023-06-01
895,64,91,purchase,2023-06-01
896,60,7,view,2023-06-01
897,52,179,cart,2023-06-01
898,1,196,purchase,2023-06-01
899,12,72,purchase,2023-06-01
900,26,26,cart,2023-06-01
901,97,159,cart,2023-06-01
902,44,59,purchase,2023-06-01
903,50,148,cart,2023-06-01
904,97,166,cart,2023-06-01
905,81,78,cart,2023-06-01
906,52,144,view,2023-06-01
907,98,157,cart,2023-06-01
908,28,172,cart,2023-06-01
909,16,120,cart,2023-06-01
910,11,69,view,2023-06-01
911,74,81,view,2023-06-01
912,53,31,view,2023-06-01
913,48,90,cart,2023-06-01
914,23,181,purchase,2023-06-01
915,76,148,view,2023-06-01
916,23,72,view,2023-06-01
917,55,170,view,2023-06-01
918,15,111,view,2023-06-01
919,4,67,purchase,2023-06-01
920,78,190,purchase,2023-06-01
921,99,129,purchase,2023-06-01
922,34,61,view,2023-06-01
923,76,119,purchase,2023-06-01
924,26,195,purchase,2023-06-01
925,36,59,purchase,2023-06-01
926,76,124,purchase,2023-06-01
927,71,66,purchase,2023-06-01
928,75,33,view,2023-06-01
929,84,196,cart,2023-06-01
930,31,193,cart,2023-06-01
931,45,22,view,2023-06-01
932,10,141,purchase,2023-06-01
933,34,97,cart,2023-06-01
934,35,34,view,2023-06-01
935,43,77,purchase,2023-06-01
936,35,134,cart,2023-06-01
937,27,196,purchase,2023-06-01
938,56,109,cart,2023-06-01
939,56,180,purchase,2023-06-01
940,49,64,cart,2023-06-01
941,100,165,cart,2023-06-01
942,12,160,cart,2023-06-01
943,11,162,cart,2023-06-01
944,94,64,purchase,2023-06-01
945,4,29,purchase,2023-06-01
946,8,51,purchase,2023-06-01
947,84,48,view,2023-06-01
948,30,22,purchase,2023-06-01
949,5,171,cart,2023-06-01
950,91,61,cart,2023-06-01
951,78,38,purchase,2023-06-01
952,52,142,view,2023-06-01
953,35,50,view,2023-06-01
954,82,160,purchase,2023-06-01
955,55,44,view,2023-06-01
956,13,10,cart,2023-06-01
957,88,107,purchase,2023-06-01
958,34,6,cart,2023-06-01
959,57,21,view,2023-06-01
960,44,63,view,2023-06-01
961,47,49,purchase,2023-06-01
962,63,125,view,2023-06-01
963,98,108,purchase,2023-06-01
964,22,93,cart,2023-06-01
965,37,104,cart,2023-06-01
966,28,73,view,2023-06-01
967,79,187,view,2023-06-01
968,13,55,cart,2023-06-01
969,41,147,view,2023-06-01
970,57,107,view,2023-06-01
971,25,152,cart,2023-06-01
972,74,148,cart,2023-06-01
973,2,89,purchase,2023-06-01
974,36,37,view,2023-06-01
975,100,90,cart,2023-06-01
976,25,111,view,2023-06-01
977,67,116,purchase,2023-06-01
978,42,106,cart,2023-06-01
979,85,99,cart,2023-06-01
980,78,1,view,2023-06-01
981,94,137,purchase,2023-06-01
982,54,120,view,2023-06-01
983,60,195,view,2023-06-01
984,54,182,cart,2023-06-01
985,76,79,cart,2023-06-01
986,45,113,view,2023-06-01
987,29,113,purchase,2023-06-01
988,36,68,cart,2023-06-01
989,70,114,cart,2023-06-01
990,96,123,view,2023-06-01
991,87,67,purchase,2023-06-01
992,21,139,purchase,2023-06-01
993,79,75,purchase,2023-06-01
994,83,180,cart,2023-06-01
995,50,137,view,2023-06-01
996,95,45,view,2023-06-01
997,55,129,cart,2023-06-01
998,21,112,view,2023-06-01
999,70,199,purchase,2023-06-01
1000,10,13,view,2023-06-01
